,Date,Low,High,Close,Open
3167,2009-06-15,2.4009,2.545,2.5065,2.5161
3166,2009-01-15,6.5785,9.3155,7.2507,7.0971
3165,2015-10-21,42.8335,43.8925,43.0473,43.2221
3164,2011-09-09,4.7634,5.0227,4.821,4.8882
3163,2015-01-07,50.3075,51.7842,51.1665,51.5236
3162,2016-04-14,39.2969,40.6739,40.1955,39.3851
3161,2010-04-22,6.0407,6.6361,6.2135,6.396
3160,2011-06-23,8.3263,8.6817,8.5568,8.4032
3159,2007-03-23,45.3963,46.4239,45.694,46.0014
3158,2018-05-09,41.3623,43.0479,41.3922,42.8185
3157,2014-10-31,39.3811,40.2981,39.912,39.6707
3156,2006-03-10,31.6247,32.201,31.9417,31.6439
3155,2010-09-15,8.3744,8.6433,8.5568,8.3936
3154,2015-11-19,40.7837,41.6015,41.1829,40.8324
3153,2018-07-25,37.2231,38.2404,38.0908,37.2231
3152,2017-04-27,41.8464,43.6225,43.3955,43.3265
3151,2016-11-29,45.4582,46.4133,46.1671,45.8718
3150,2007-07-06,32.0857,33.3246,33.2477,32.2202
3149,2009-09-15,3.9855,4.2736,4.2256,3.9855
3148,2007-02-07,55.4225,56.114,55.7778,56.0852
3147,2009-11-11,2.9387,3.1116,3.102,3.0251
3146,2010-10-29,11.0154,11.4955,11.3227,11.3419
3145,2007-08-15,24.2684,28.081,24.5757,27.3319
3144,2017-05-16,44.2418,46.608,46.4173,46.2689
3143,2012-11-15,11.5243,11.9853,11.582,11.5532
3142,2011-01-19,9.546,10.1894,9.6324,9.8053
3141,2006-02-14,30.165,31.5959,31.4999,30.2514
3140,2013-06-11,16.0861,16.5759,16.2493,16.2685
3139,2011-06-16,7.827,8.0863,7.9038,7.9038
3138,2014-01-16,27.5624,28.2251,28.177,27.7929
3137,2012-03-22,6.9914,7.4812,7.0395,7.2795
3136,2007-10-05,28.1962,29.5311,28.8205,28.3787
3135,2013-11-27,22.6934,23.2216,23.0295,22.9719
3134,2013-10-15,19.5146,20.0043,19.6874,19.8219
3133,2017-03-02,45.0335,46.1189,45.1124,46.0498
3132,2013-10-21,20.2348,20.4941,20.3789,20.3885
3131,2010-01-06,4.8018,5.1667,4.8882,4.9843
3130,2018-01-10,52.5132,53.6453,53.4069,52.8607
3129,2009-08-24,3.0251,3.294,3.0636,3.0828
3128,2013-07-11,16.5855,16.8063,16.6815,16.7103
3127,2011-11-11,4.677,4.8978,4.8114,4.7154
3126,2015-10-08,37.5971,38.8892,38.6075,38.0926
3125,2010-07-14,8.8065,9.0658,8.9122,8.9122
3124,2013-05-22,17.008,17.6995,17.2193,17.3441
3123,2011-06-10,7.7309,7.9422,7.7789,7.827
3122,2005-11-04,26.6693,27.8505,27.6584,26.6981
3121,2011-07-20,6.5881,6.857,6.6265,6.8378
3120,2015-03-31,50.9522,51.9677,51.0489,51.9
3119,2015-01-13,47.74,49.6414,48.6473,48.377
3118,2015-05-15,47.0646,47.9271,47.1663,47.8884
3117,2007-05-17,30.8276,32.2394,31.9513,30.8276
3116,2018-01-23,57.0018,58.0545,57.8856,57.3395
3115,2007-10-18,26.6116,27.6776,26.6212,27.6776
3114,2009-11-25,3.1692,3.4765,3.3901,3.2172
3113,2014-06-04,39.5669,41.1995,41.1227,39.7206
3112,2007-08-22,28.0234,29.4639,29.3583,28.1578
3111,2016-12-12,46.7087,48.5794,46.8564,48.4022
3110,2005-11-28,31.692,32.5083,32.0857,31.74
3109,2015-11-17,40.9395,42.3123,41.1829,41.8644
